id,group,aritfact
99,com.alibaba,druid-spring-boot-starter
100,com.alibaba,druid
101,redis.clients,jedis
102,org.apache.commons,commons-pool2
103,org.redisson,redisson
104,com.aliyun,aliyun-java-sdk-core
105,com.aliyun,aliyun-java-sdk-sts
106,com.aliyun.oss,aliyun-sdk-oss
107,com.aliyun,aliyun-java-sdk-dysmsapi
108,com.aliyun,aliyun-java-sdk-vod
109,com.aliyun,aliyun-java-sdk-push
110,cn.dev33,sa-token-spring-boot3-starter
111,cn.dev33,sa-token-redis
112,cn.dev33,sa-token-temp-jwt
113,cn.dev33,sa-token-jwt
114,org.json,json
115,com.alibaba.fastjson2,fastjson2
116,com.auth0,java-jwt
117,com.belerweb,pinyin4j
118,com.squareup.okhttp3,okhttp
119,com.thoughtworks.xstream,xstream
120,xmlpull,xmlpull
121,org.ogce,xpp3
122,commons-io,commons-io
123,net.java.jna,jna
124,net.java.jna,examples
125,net.java.dev.jna,jna
126,javax.annotation,javax.annotation-api
127,com.digitalpetri.modbus,modbus-master-tcp
128,com.xuxueli,xxl-job-core
129,cn.hutool,hutool-all
130,org.springframework.cloud,spring-cloud-commons
131,com.github.sftwnd.crayfish.common,crayfish-common-crc
132,org.springframework.integration,spring-integration-stream
133,org.springframework.integration,spring-integration-mqtt
134,io.minio,minio
135,com.github.therapi,therapi-runtime-javadoc-scribe
136,com.github.therapi,therapi-runtime-javadoc
137,org.aspectj,aspectjweaver
138,com.alibaba,easyexcel
139,io.jsonwebtoken,jjwt-api
140,pro.fessional,kaptcha
141,com.google.guava,guava
142,org.springframework.boot,spring-boot-starter-web-services
143,org.springframework.session,spring-session-core
144,org.springframework.integration,spring-integration-core
145,com.tilab.jade,jade
146,com.tilab.jade,jade-misc
147,com.tilab.jade,jade-test-suite
148,com.fasterxml.jackson.core,jackson-core
149,com.fasterxml.jackson.core,jackson-annotations
150,net.java.dev.timingframework,timingframework
151,org.apache.logging.log4j,log4j-core
152,org.apache.logging.log4j,log4j-api
153,commons-validator,commons-validator
154,com.miglayout,miglayout
155,log4j,log4j
156,com.sun.xml.bind,jaxb-core
157,javax.xml.bind,jaxb-api
158,com.sun.xml.bind,jaxb-impl
159,org.javassist,javassist
160,org.apache.bigtop,bigtop-manager-common
161,org.apache.bigtop,bigtop-manager-ui
162,org.apache.bigtop,bigtop-manager-bom
163,org.springframework,spring-websocket
164,com.esotericsoftware,kryo
165,org.apache.commons,commons-lang3
166,org.slf4j,slf4j-api
167,org.yaml,snakeyaml
168,jakarta.annotation,jakarta.annotation-api
169,com.google.auto.service,auto-service
170,ch.qos.logback,logback-classic
171,org.apache.commons,commons-text
172,org.apache.bigtop,bigtop-manager-stack-common
173,org.apache.bigtop,bigtop-manager-stack-spi
174,org.apache.bigtop,bigtop-manager-stack-bigtop
175,org.hibernate.orm,hibernate-core
176,org.eclipse.persistence,org.eclipse.persistence.jpa
177,org.springframework.boot,spring-boot-starter-websocket
178,org.mapstruct,mapstruct
179,org.apache.commons,commons-collections4
180,org.codehaus.janino,janino
181,org.glassfish.jaxb,jaxb-runtime
182,org.apache.bigtop,bigtop-manager-stack-core
183,org.springframework.boot,spring-boot-starter-parent
184,org.springframework,spring-test
185,org.jetbrains,annotations-java5
186,org.springframework.boot,spring-boot-starter-hateoas
187,org.springframework.boot,spring-boot-docker-compose
188,de.siegmar,logback-awslogs-json-encoder
189,org.liquibase,liquibase-core
190,org.springframework.boot,spring-boot-testcontainers
191,org.testcontainers,junit-jupiter
192,org.testcontainers,postgresql
193,com.mizhousoft.sdk,cloud-api
194,com.tencentcloudapi,tencentcloud-sdk-java-captcha
195,com.tencentcloudapi,tencentcloud-sdk-java-ocr
196,com.tencentcloudapi,tencentcloud-sdk-java-sts
197,com.mizhousoft.sdk,cloud-aliyun-oss
198,com.mizhousoft.commons,mizhousoft-commons
199,com.tencentcloudapi,tencentcloud-sdk-java-tms
200,com.mizhousoft.sdk,cloud-tencent-cos
201,com.aliyun,dysmsapi20170525
202,com.tencent.cloud,cos-sts-java
203,com.qcloud,cos_api
204,com.mizhousoft.sdk,cloud-tencent-tms
205,com.tencentcloudapi,tencentcloud-sdk-java-vod
206,com.tencentcloudapi,tencentcloud-sdk-java-sms
207,com.mizhousoft.sdk,cloud-aliyun-sms
208,com.mizhousoft.sdk,cloud-tencent-sms
209,com.github.ben-manes.caffeine,caffeine
210,org.springframework.boot,spring-boot
211,com.github.fracpete,sizeofag
212,com.googlecode.java-diff-utils,diffutils
213,com.github.vbmacher,java-cup
214,com.github.vbmacher,java-cup-runtime
215,nz.ac.waikato.cms.adams,adams-core
216,nz.ac.waikato.cms.adams,adams-python
217,net.razorvine,pyrolite
218,mysql,mysql-connector-java
219,nz.ac.waikato.cms.adams,adams-imaging
220,org.boofcv,feature
221,org.boofcv,geo
222,org.boofcv,io
223,org.boofcv,ip
224,org.boofcv,recognition
225,org.boofcv,sfm
226,org.boofcv,visualize
227,nz.ac.waikato.cms.adams,adams-spreadsheet
228,us.hebi.matlab.mat,mfl-core
229,org.apache.poi,poi
230,org.apache.poi,poi-ooxml
231,xerces,xercesImpl
232,org.codehaus.groovy,groovy-all
233,com.github.jponge,lzma-java
234,com.ning,compress-lzf
235,net.lingala.zip4j,zip4j
236,com.github.junrar,junrar
237,org.tukaani,xz
238,com.github.luben,zstd-jni
239,nz.ac.waikato.cms.adams,adams-visualstats
240,nz.ac.waikato.cms.adams,matrix-algorithms
241,com.formdev,flatlaf
242,org.apache.commons,commons-compress
243,org.apache.commons,commons-math3
244,commons-lang,commons-lang
245,org.apache.logging.log4j,log4j-slf4j-impl
246,com.fifesoft,rsyntaxtextarea
247,org.jdatepicker,jdatepicker
248,com.github.fracpete,java-utils
249,net.sf.trove4j,trove4j
250,nz.ac.waikato.cms.adams,simple-directory-chooser
251,com.github.fracpete,jfilechooser-bookmarks
252,com.github.fracpete,jclipboardhelper
253,com.github.waikato,jclasslocator
254,com.github.waikato,jeneric-cmdline
255,net.sourceforge.argparse4j,argparse4j
256,org.jodd,jodd-core
257,com.github.fracpete,romannumerals4j
258,com.github.fracpete,processoutput4j
259,nz.ac.waikato.cms.adams,adams-json
260,nz.ac.waikato.cms.adams,adams-ml
261,nz.ac.waikato.cms.weka,weka-dev
262,nz.ac.waikato.cms.weka,gridSearch
263,nz.ac.waikato.cms.weka,partialLeastSquares
264,nz.ac.waikato.cms.weka,WekaExcel
265,nz.ac.waikato.cms.weka,WekaODF
266,com.github.fracpete,multisearch-weka-package
267,com.github.fracpete,command-to-code-weka-package
268,com.github.fracpete,missing-values-imputation-weka-package
269,com.github.fracpete,mxexpression-weka-package
270,com.github.fracpete,dataset-weights-weka-package
271,com.github.fracpete,data-dumper-weka-package
272,com.github.fracpete,jgrapht-treevisualize-weka-package
273,com.github.fracpete,matlab-weka-package
274,com.github.fracpete,common-csv-weka-package
275,ml.dmlc,xgboost4j_2.12
276,org.bytedeco,javacv
277,org.bytedeco,openblas-platform
278,org.bytedeco,opencv-platform
279,com.github.fracpete,rsync4j-windows64
280,nz.ac.waikato.cms.adams,adams-math
281,org.apache.commons,commons-math
282,org.apache.commons,commons-email
283,commons-net,commons-net
284,com.github.mwiede,jsch
285,org.codelibs,jcifs
286,org.apache.tika,tika-core
287,org.jodd,jodd-mail
288,com.github.fracpete,requests4j
289,com.pusher,java-websocket
290,com.itextpdf,itextpdf
291,com.itextpdf.tool,xmlworker
292,org.apache.pdfbox,pdfbox
293,com.github.pcorless.icepdf,icepdf-core
294,com.github.pcorless.icepdf,icepdf-viewer
295,org.quartz-scheduler,quartz
296,com.healthmarketscience.jackcess,jackcess
297,nz.ac.waikato.cms.adams,adams-weka
298,nz.ac.waikato.cms.weka,timeseriesForecasting
299,org.jopendocument,jOpenDocument
300,org.hsqldb,hsqldb
301,org.xerial,sqlite-jdbc
302,net.sourceforge.jtds,jtds
303,net.sf.jsci,jsci
304,gov.nist.math,jama
305,com.github.wendykierp,JTransforms
306,nz.ac.waikato.cms.adams,adams-xml
307,nz.ac.waikato.cms.adams,opex4j
308,com.alexdupre,pngj
309,org.apache.commons,commons-imaging
310,com.drewnoakes,metadata-extractor
311,javax.media,jai-core
312,com.sun.media,jai-codec
313,com.github.zengde,lire
314,com.google.zxing,core
315,org.georegression,georegression
316,org.j3d,j3d-core
317,org.locationtech.jts,jts-core
318,org.seleniumhq.selenium,selenium-java
319,io.github.bonigarcia,webdrivermanager
320,org.testng,testng
321,io.cucumber,cucumber-java
322,io.cucumber,cucumber-testng
323,io.cucumber,cucumber-gherkin
324,io.cucumber,cucumber-jvm
325,io.cucumber,cucumber-core
326,org.seleniumhq.selenium,selenium-api
327,org.seleniumhq.selenium,selenium-manager
328,org.seleniumhq.selenium,selenium-http-jdk-client
329,io.cucumber,gherkin
330,org.slf4j,slf4j-simple
331,io.appium,java-client
332,com.assertthat,selenium-shutterbug
333,org.twitter4j,twitter4j-stream
334,org.apache.commons,commons-exec
335,org.seleniumhq.selenium,selenium-firefox-driver
336,org.seleniumhq.selenium,selenium-htmlunit-driver
337,org.jetbrains,annotations
338,io.qameta.allure,allure-testng
339,ru.yandex.qatools.allure,allure-java-annotations
340,io.rest-assured,rest-assured
341,com.github.automatedowl,allure-environment-writer
342,io.cucumber,cucumber-junit
343,io.cucumber,cucumber-picocontainer
344,com.github.javafaker,javafaker
345,commons-codec,commons-codec
346,cn.hutool,hutool-core
347,cglib,cglib
348,com.alipay.sdk,alipay-sdk-java
349,org.springframework,spring-aspects
350,com.alibaba,fastjson
351,ma.glasnost.orika,orika-core
352,io.jsonwebtoken,jjwt-impl
353,io.jsonwebtoken,jjwt-jackson
354,net.minidev,json-smart
355,org.apache.hadoop,hadoop-common
356,org.apache.hadoop,hadoop-hdfs-client
357,com.huaweicloud,esdk-obs-java-optimised
358,org.mockito,mockito-all
359,org.apache.hadoop,hadoop-mapreduce-client-jobclient
360,org.apache.hadoop,hadoop-yarn-server-tests
361,org.apache.hadoop,hadoop-mapreduce-examples
362,org.powermock,powermock-api-mockito
363,org.powermock,powermock-module-junit4
364,org.apache.hadoop,hadoop-minicluster
365,org.apache.tomcat.embed,tomcat-embed-jasper
366,jakarta.servlet.jsp.jstl,jakarta.servlet.jsp.jstl-api
367,org.glassfish.web,jakarta.servlet.jsp.jstl
368,org.springframework,spring-jdbc
369,com.caucho,hessian
370,io.protostuff,protostuff-core
371,io.protostuff,protostuff-runtime
372,joda-time,joda-time
373,org.springframework.data,spring-data-redis
374,io.swagger,swagger-annotations
375,org.apache.thrift,libthrift
376,com.mysql,mysql-connector-java
377,org.springdoc,springdoc-openapi-ui
378,com.easy-query,sql-api4kt
379,com.easy-query,sql-springboot-starter
380,com.easy-query,sql-api-proxy
381,com.easy-query,sql-mysql
382,com.easy-query,sql-mssql
383,com.easy-query,sql-dameng
384,com.easy-query,sql-kingbase-es
385,com.easy-query,sql-pgsql
386,com.easy-query,sql-h2
387,com.easy-query,sql-sqlite
388,com.easy-query,sql-oracle
389,com.easy-query,sql-api4j
390,org.noear,solon.data
391,org.noear,solon.logging
392,org.noear,solon.logging.simple
393,org.noear,solon-lib
394,org.noear,solon-test
395,com.zaxxer,HikariCP
396,org.springframework.boot,spring-boot-starter-aop
397,com.easy-query,sql-core
398,org.jetbrains.kotlin,kotlin-reflect
399,org.jetbrains.kotlin,kotlin-stdlib-jdk8
400,com.easy-query,sql-processor
401,com.dameng,Dm8JdbcDriver18
402,com.kingbase8,kingbase8
403,org.hibernate.validator,hibernate-validator
404,org.jetbrains.kotlin,kotlin-test-junit5
405,org.ow2.asm,asm
406,org.springframework,spring-context-support
407,org.springframework.boot,spring-boot-starter-data-jdbc
408,com.easy-query,sql-solon-plugin
409,org.noear,solon-web
410,dev.geco,gsit
411,com.ranull,sittable
412,org.bstats,bstats-bukkit
413,org.hibernate,hibernate-core
414,org.hibernate,hibernate-entitymanager
415,org.hibernate,hibernate-ehcache
416,org.hibernate.javax.persistence,hibernate-jpa-2.1-api
417,io.projectreactor,reactor-core
418,org.apache.maven,maven-core
419,com.github.tonivade,claudb
420,org.apache.maven,maven-plugin-api
421,org.apache.maven.plugin-tools,maven-plugin-annotations
422,org.apache.maven,maven-compat
423,org.apache.maven.plugin-testing,maven-plugin-testing-harness
424,org.junit.vintage,junit-vintage-engine
425,org.mockito,mockito-core
426,org.springframework.boot,spring-boot-starter-data-rest
427,org.telegram,telegrambots-spring-boot-starter
428,org.telegram,telegrambots-abilities
429,jakarta.validation,jakarta.validation-api
430,com.nimbusds,nimbus-jose-jwt
431,org.junit.jupiter,junit-jupiter-params
432,com.github.stefanbirkner,system-rules
433,org.jacoco,org.jacoco.core
434,com.vaadin,vaadin-bom
435,com.vaadin,vaadin
436,com.vaadin,vaadin-testbench
437,org.jooq,jooq
438,org.jooq,jooq-meta
439,org.jooq,jooq-codegen
440,contatti,contatti_db_sqlite
441,contatti,contatti_business_logic
442,org.elasticsearch.client,elasticsearch-rest-high-level-client
443,org.springframework.boot,spring-boot-starter-quartz
444,io.netty,netty-all
445,info.picocli,picocli-spring-boot-starter
446,com.sun.activation,jakarta.activation
447,jakarta.xml.bind,jakarta.xml.bind-api
448,com.icegreen,greenmail
449,com.icegreen,greenmail-standalone
450,com.icegreen,greenmail-webapp
451,com.icegreen,greenmail-spring
452,com.icegreen,greenmail-junit4
453,com.icegreen,greenmail-junit5
454,jakarta.mail,jakarta.mail-api
455,org.eclipse.angus,jakarta.mail
456,jakarta.activation,jakarta.activation-api
457,org.eclipse.angus,angus-activation
458,org.slf4j,jcl-over-slf4j
459,org.slf4j,jul-to-slf4j
460,jakarta.servlet,jakarta.servlet-api
461,jakarta.ws.rs,jakarta.ws.rs-api
462,org.glassfish.jersey,jersey-bom
463,org.springframework,spring-beans
464,org.easymock,easymock
465,org.hamcrest,hamcrest-core
466,org.hamcrest,hamcrest-library
467,org.eclipse.jetty,jetty-server
468,org.eclipse.jetty,jetty-webapp
469,org.eclipse.jetty,jetty-util
470,org.glassfish.jersey.containers,jersey-container-jdk-http
471,org.glassfish.jersey.inject,jersey-hk2
472,org.glassfish.jersey.media,jersey-media-json-jackson
473,org.glassfish.jersey.core,jersey-client
474,org.glassfish.jersey.core,jersey-server
475,org.glassfish.jersey.containers,jersey-container-servlet-core
476,org.glassfish.jersey.containers,jersey-container-jetty-http
477,org.apache.httpcomponents.client5,httpclient5
478,javax.servlet,jstl
479,org.flywaydb,flyway-core
480,org.flywaydb,flyway-mysql
481,org.apache.maven.plugins,maven-compiler-plugin
482,org.apache.xbean,xbean-finder-shaded
483,org.apache.geronimo.specs,geronimo-json_1.1_spec
484,org.apache.geronimo.specs,geronimo-jsonb_1.0_spec
485,org.apache.johnzon,johnzon-jsonb
486,org.talend.sdk.component,component-runtime-http-junit
487,org.slf4j,slf4j-jdk14
488,org.apache.geronimo.specs,geronimo-jcdi_2.0_spec
489,org.apache.geronimo.specs,geronimo-annotation_1.3_spec
490,org.apache.geronimo.specs,geronimo-atinject_1.0_spec
491,org.apache.geronimo.specs,geronimo-interceptor_1.2_spec
492,org.eclipse.microprofile.config,microprofile-config-api
493,org.apache.openwebbeans,openwebbeans-se
494,org.apache.geronimo.config,geronimo-config-impl
495,io.yupiik.logging,yupiik-logging-jul
496,org.apache.openwebbeans,openwebbeans-junit5
497,${project.groupId},bundlebee-core
498,${project.groupId},bundlebee-operator
499,${project.groupId},bundlebee-junit5
500,${project.groupId},bundlebee-maven-plugin
501,${project.groupId}.alveoli,postgres-local
502,${project.groupId}.alveoli,elasticsearch-local
503,${project.groupId}.alveoli,zipkin-simple
504,${project.groupId}.alveoli,prometheus-simple
505,${project.groupId}.alveoli,loki-simple
506,${project.groupId}.alveoli,grafana-simple
507,${project.groupId}.alveoli,monitoring-alveolus
508,${project.groupId}.alveoli,minio-local
509,org.jenkins-ci.main,jenkins-bom
510,org.junit,junit-bom
511,org.mockito,mockito-bom
512,org.hamcrest,hamcrest
513,org.jenkins-ci,test-annotations
514,org.jenkins-ci.main,jenkins-core
515,org.jenkins-ci.main,jenkins-test-harness
516,org.jenkins-ci.main,jenkins-war
517,commons-logging,commons-logging
518,org.codehaus.mojo,extra-enforcer-rules
519,io.jenkins.tools.incrementals,incrementals-enforcer-rules
520,org.jenkins-ci.plugins.its.beta-just-testing,upstream
521,org.jenkins-ci.plugins,structs
522,org.jenkins-ci.plugins.its.beta-pass,upstream
523,org.jenkins-ci.plugins.its.beta-fail,upstream
524,io.jenkins.tools.bom,bom-2.361.x
525,org.jenkins-ci.plugins.workflow,workflow-step-api
526,org.hibernate,hibernate-validator
527,org.springframework.kafka,spring-kafka
528,org.springframework.kafka,spring-kafka-test
529,com.fasterxml.jackson.dataformat,jackson-dataformat-xml
530,org.springframework.retry,spring-retry
531,org.apache.kafka,kafka_2.13
532,com.fasterxml.jackson.module,jackson-module-jaxb-annotations
533,org.powermock,powermock-api-mockito2
534,io.jsonwebtoken,jjwt
535,com.tanaguru,tanaguru-api
536,com.tanaguru,tanaguru-audit-runner
537,io.springfox,springfox-swagger2
538,io.springfox,springfox-swagger-ui
539,jp.vmi,selenese-runner-java
540,de.hs-heilbronn.mi,crawler4j-with-sleepycat
541,org.springframework,spring-core
542,com.tanaguru,tanaguru-helper
543,com.vladmihalcea,hibernate-types-52
544,commons-cli,commons-cli
545,org.mockito,mockito-junit-jupiter
546,org.spockframework,spock-core
547,org.javamoney,moneta
548,net.bytebuddy,byte-buddy
549,net.bytebuddy,byte-buddy-agent
550,org.openjdk.jmh,jmh-core
551,org.openjdk.jmh,jmh-generator-annprocess
552,org.jahia.modules,jexperience
553,org.apache.unomi,unomi-api
554,atg.taglib.json,json-taglib
555,javax.servlet.jsp,jsp-api
556,zajc.libot,core
557,zajc.libot,core-logging
558,zajc.libot,module-administrative
559,zajc.libot,module-customization
560,zajc.libot,module-games
561,zajc.libot,module-informative
562,zajc.libot,module-libot
563,zajc.libot,module-moderation
564,zajc.libot,module-money
565,zajc.libot,module-music
566,zajc.libot,module-search
567,zajc.libot,module-utilities
568,net.dv8tion,JDA
569,dev.arbjerg,lavaplayer
570,com.konghq,unirest-java
571,org.eclipse.collections,eclipse-collections-api
572,org.reflections,reflections
573,de.vandermeer,asciitable
574,de.vandermeer,ascii-utf-themes
575,de.vandermeer,skb-interfaces
576,org.eu.zajc,extended-functions
577,ch.qos.logback,logback-core
578,com.google.code.findbugs,jsr305
579,com.github.spotbugs,spotbugs-annotations
580,org.eu.zajc,akiwrapper
581,org.eu.zajc,juno
582,org.codehaus.groovy,groovy-jsr223
583,org.eclipse.collections,eclipse-collections
584,com.sedmelluq,jda-nas
585,club.minnced,udpqueue-native-linux-x86-64
586,org.springframework.boot,spring-boot-starter-graphql
587,org.springframework,spring-webflux
588,org.springframework.graphql,spring-graphql-test
589,org.controlsfx,controlsfx
590,org.kordamp.bootstrapfx,bootstrapfx-core
591,com.discord4j,discord4j-core
592,org.springframework,spring-web
593,com.fasterxml.jackson.jaxrs,jackson-jaxrs-json-provider
594,org.openapitools,jackson-databind-nullable
595,org.apache.maven.shared,maven-shared-utils
596,org.mozilla,rhino
597,com.github.jknack,handlebars
598,org.codehaus.plexus,plexus-utils
599,org.jdom,jdom2
600,org.vafer,jdependency
601,org.codehaus.plexus,plexus-archiver
602,com.google.truth,truth
603,org.junit.platform,junit-platform-surefire-provider
604,com.oracle.database.jdbc,ojdbc6
605,org.laxture,sbp-spring-boot-starter
606,com.xeriou,api
607,org.laxture,sbp-core
608,com.sun.xml.ws,jaxws-ri
609,com.sun.xml.bind,jaxb-ri
610,com.vmware.vapi,oidc-oauth2-sdk
611,com.vmware.vmc,vmwarecloud-draas
612,com.vmware.vapi,vapi-runtime
613,com.vmware.vapi,vapi-authentication
614,com.vmware.vapi,vapi-samltoken
615,com.vmware,vcenter-bindings
616,com.vmware.vmc,vmwarecloud-aws
617,com.vmware.vapi,vapi-vmc-sdk
618,com.vmware.nsx,nsx-vmc-policy-java-sdk
619,com.vmware.nsx,nsx-vmc-aws-integration-sdk
620,com.vmware.nsx,nsx-vmc-sdk-common
621,com.vmware.vim25,vim25
622,com.vmware.sso,ssoclient
623,com.vmware.vcenter.lookup,vcenter-lookupservice
624,org.apache.httpcomponents,httpclient
625,org.apache.httpcomponents,httpasyncclient
626,commons-configuration,commons-configuration
627,commons-beanutils,commons-beanutils
628,com.cybersource,cybersource-rest-client-java
629,com.cybersource,SampleApiClient
630,org.springframework.boot,spring-boot-test-autoconfigure
631,org.springframework.boot,spring-boot-starter-freemarker
632,com.aliyun,tea-openapi
633,com.aliyun,alidns20150109
634,com.huaweicloud.sdk,huaweicloud-sdk-dns
635,org.bouncycastle,bcprov-jdk15on
636,org.springframework.cloud,spring-cloud-starter-config
637,org.springframework.cloud,spring-cloud-starter-circuitbreaker-resilience4j
638,org.springframework.cloud,spring-cloud-config-client
639,me.jvt.cucumber,reporting-plugin
640,org.springframework.boot,spring-boot-starter-tomcat
641,org.springframework,spring-webmvc
642,org.aspectj,aspectjrt
643,org.slf4j,slf4j-log4j12
644,javax.inject,javax.inject
645,javax.servlet,servlet-api
646,org.mybatis,mybatis
647,org.mybatis,mybatis-spring
648,cglib,cglib-nodep
649,org.springframework,spring-tx
650,commons-fileupload,commons-fileupload
651,io.springfox,springfox-boot-starter
652,org.springframework.boot,spring-boot-starter-data-mongodb-reactive
653,org.springframework.cloud,spring-cloud-starter-bootstrap
654,io.projectreactor,reactor-bom
655,org.openrewrite.recipe,rewrite-spring
656,org.codeprimate,elements
657,org.codeprimate.extensions,junit-extensions
658,org.codeprimate.extensions,mockito-extensions
659,org.codeprimate.extensions,spring-extensions
660,org.springframework,spring-framework-bom
661,org.springframework,spring-jcl
662,org.apache.logging.log4j,log4j-to-slf4j
663,org.springframework.security,spring-security-crypto
664,com.github.eirslett,frontend-maven-plugin
665,org.mapstruct,mapstruct-processor
666,org.projectlombok,lombok-mapstruct-binding
667,org.thymeleaf.extras,thymeleaf-extras-springsecurity5
668,tk.mybatis,mapper-spring-boot-starter
669,com.github.pagehelper,pagehelper-spring-boot-starter
670,org.mybatis.generator,mybatis-generator-core
671,org.mariadb.jdbc,mariadb-java-client
672,io.github.jnasmartcardio,jnasmartcardio
673,org.scala-lang,scala-library
674,"
                org.springframework.boot
            ","
                spring-boot-starter-thymeleaf
            "
675,"
                org.springframework.boot
            ","
                spring-boot-starter-web
            "
676,"
                org.springframework.boot
            ","
                spring-boot-devtools
            "
677,"
                org.springframework.boot
            ","
                spring-boot-starter-test
            "
678,dev.dejvokep,boosted-yaml-spigot
679,com.h2database,h2-mvstore
680,net.kyori,adventure-api
681,net.kyori,adventure-text-minimessage
682,net.kyori,adventure-platform-bukkit
683,co.aikar,acf-paper
684,com.comphenix.protocol,ProtocolLib
685,org.springframework.cloud,spring-cloud-config-server
686,jakarta.platform,jakarta.jakartaee-api
687,org.webjars,webjars-locator-core
688,jakarta.persistence,jakarta.persistence-api
689,davidauz,blkm_common
690,org.springframework.boot,spring-boot-test
691,org.springframework.data,spring-data-jpa
692,org.springframework.security,spring-security-core
693,nz.net.ultraq.thymeleaf,thymeleaf-layout-dialect
694,org.webjars.npm,htmx.org
695,org.webjars,font-awesome
696,dev.folia,folia-api
697,aopalliance,aopalliance
698,org.openjdk.jol,jol-cli
699,org.dom4j,dom4j
700,org.eclipse.persistence,org.eclipse.persistence.core
701,org.eclipse.persistence,org.eclipse.persistence.asm
702,org.eclipse.persistence,org.eclipse.persistence.antlr
703,org.eclipse.persistence,org.eclipse.persistence.jpa.jpql
704,org.eclipse.persistence,org.eclipse.persistence.moxy
705,org.eclipse.persistence,javax.persistence
706,org.eclipse.persistence,org.eclipse.persistence.jpa.modelgen.processor
707,javax,javaee-web-api
708,javax.persistence,persistence-api
